,Name,Class,Rarity,Slot,Type,PVE Rating,PVP Rating,Link,Image
621,Forge's Pledge,-,Legendary,Energy,PulseRifle,3.2,3.9,https://www.light.gg/db/items/1076810832,https://www.bungie.net/common/destiny2_content/icons/05e08a2738b01174aeef0c8ac37a4831.jpg
622,Gridskipper,-,Legendary,Energy,PulseRifle,4.5,4.5,https://www.light.gg/db/items/1621558458,https://www.bungie.net/common/destiny2_content/icons/dadacb5b9a019bc2c9c639ee00ab2881.jpg
623,Heart of Time,-,Legendary,Energy,PulseRifle,5,5,https://www.light.gg/db/items/4145119417,https://www.bungie.net/common/destiny2_content/icons/8925b600f59c49e4dfc3f8cb3ea51edd.jpg
624,Horror's Least,-,Legendary,Energy,PulseRifle,4.3,5,https://www.light.gg/db/items/216983039,https://www.bungie.net/common/destiny2_content/icons/a084ca50c3bbccdce972b9c893254a15.jpg
625,Horror's Least,-,Legendary,Energy,PulseRifle,3.4,4.4,https://www.light.gg/db/items/1071542914,https://www.bungie.net/common/destiny2_content/icons/a084ca50c3bbccdce972b9c893254a15.jpg
626,Horror's Least (Adept),-,Legendary,Energy,PulseRifle,4.3,4.8,https://www.light.gg/db/items/1924276978,https://www.bungie.net/common/destiny2_content/icons/a084ca50c3bbccdce972b9c893254a15.jpg
627,Impromptu-49,-,Legendary,Energy,PulseRifle,0,0,https://www.light.gg/db/items/228424224,https://www.bungie.net/common/destiny2_content/icons/b26bb7e2827dcbf68de2341826354e74.jpg
628,Inaugural Address,-,Legendary,Energy,PulseRifle,4,3.5,https://www.light.gg/db/items/3325744914,https://www.bungie.net/common/destiny2_content/icons/1dd877d83de776e355ed666689845ba5.jpg
629,Infinite Paths 8,-,Legendary,Energy,PulseRifle,4.1,3.5,https://www.light.gg/db/items/3233390913,https://www.bungie.net/common/destiny2_content/icons/bf50c3c728bf4575d8baed3ddb931bbc.jpg
630,Infinite Paths 8,-,Legendary,Energy,PulseRifle,0,4,https://www.light.gg/db/items/161537637,https://www.bungie.net/common/destiny2_content/icons/bf50c3c728bf4575d8baed3ddb931bbc.jpg
631,Insidious,-,Legendary,Energy,PulseRifle,4.7,4.3,https://www.light.gg/db/items/3428521585,https://www.bungie.net/common/destiny2_content/icons/43022ab2098d527e2ab42d108a0c17da.jpg
632,Insidious (Adept),-,Legendary,Energy,PulseRifle,4.5,5,https://www.light.gg/db/items/786352912,https://www.bungie.net/common/destiny2_content/icons/e0ae0d1fde47d065f6aac35fa9abfae4.jpg
633,Jian 7 Rifle,-,Legendary,Energy,PulseRifle,3,5,https://www.light.gg/db/items/625672050,https://www.bungie.net/common/destiny2_content/icons/ba32a8a560bc8626723c2a273764a980.jpg
634,Jian 7 Rifle,-,Legendary,Energy,PulseRifle,3.2,3.6,https://www.light.gg/db/items/1162247618,https://www.bungie.net/common/destiny2_content/icons/ba32a8a560bc8626723c2a273764a980.jpg
635,Jorum's Claw,-,Legendary,Energy,PulseRifle,2.6,4.1,https://www.light.gg/db/items/62937067,https://www.bungie.net/common/destiny2_content/icons/1ce66e532bdcb00b62d487c710effc73.jpg
636,Jorum's Claw,-,Legendary,Energy,PulseRifle,2.7,5,https://www.light.gg/db/items/622058944,https://www.bungie.net/common/destiny2_content/icons/6d6f81fb14218bc4a80474e86078da9a.jpg
637,Jurassic Green,-,Legendary,Energy,PulseRifle,3.5,3.1,https://www.light.gg/db/items/2603335652,https://www.bungie.net/common/destiny2_content/icons/b10a78ecdc6807ee05f10d9913df850c.jpg
638,Jurassic Green,-,Legendary,Energy,PulseRifle,3.7,3.2,https://www.light.gg/db/items/2261046232,https://www.bungie.net/common/destiny2_content/icons/b10a78ecdc6807ee05f10d9913df850c.jpg
639,Last Perdition,-,Legendary,Energy,PulseRifle,2.5,4.5,https://www.light.gg/db/items/962412079,https://www.bungie.net/common/destiny2_content/icons/48937c126157f05b6dcfed6dafd49d3b.jpg
640,Last Perdition,-,Legendary,Energy,PulseRifle,3.8,4.5,https://www.light.gg/db/items/188882152,https://www.bungie.net/common/destiny2_content/icons/48937c126157f05b6dcfed6dafd49d3b.jpg
641,Nergal PR4,-,Legendary,Energy,PulseRifle,0,0,https://www.light.gg/db/items/339343290,https://www.bungie.net/common/destiny2_content/icons/326c5c630288ff29929ff48e215a413b.jpg
642,Ogma PR6,-,Legendary,Energy,PulseRifle,4.9,3,https://www.light.gg/db/items/2342054803,https://www.bungie.net/common/destiny2_content/icons/b8784101d10f01bb66a628cc4d70770d.jpg
643,Outlast,-,Legendary,Energy,PulseRifle,3,4.3,https://www.light.gg/db/items/1678205741,https://www.bungie.net/common/destiny2_content/icons/e5f126d88e6a20c2106fbee02777a6df.jpg
644,Outlast,-,Legendary,Energy,PulseRifle,4.2,4.8,https://www.light.gg/db/items/299665907,https://www.bungie.net/common/destiny2_content/icons/21e112cb3b33a304f2609c19228bbe23.jpg
645,Phyllotactic Spiral,-,Legendary,Energy,PulseRifle,4.4,4.8,https://www.light.gg/db/items/3635821806,https://www.bungie.net/common/destiny2_content/icons/104094ed7b1dff5d9c284d7ef0e2eb9c.jpg
646,Premonition,-,Legendary,Energy,PulseRifle,4,4.4,https://www.light.gg/db/items/208088207,https://www.bungie.net/common/destiny2_content/icons/e0799b8dec061ac16a8dc6c347bc45b4.jpg
647,Requiem-45,-,Legendary,Energy,PulseRifle,3,4.5,https://www.light.gg/db/items/159056377,https://www.bungie.net/common/destiny2_content/icons/cfae905719495d86fa63f1c0bb226bd9.jpg
648,Right Side of Wrong,-,Legendary,Energy,PulseRifle,4.2,3.9,https://www.light.gg/db/items/3376406418,https://www.bungie.net/common/destiny2_content/icons/e6e027f804406bd6621467d21c92cdc5.jpg
649,Stars in Shadow,-,Legendary,Energy,PulseRifle,4.2,4.6,https://www.light.gg/db/items/2050789284,https://www.bungie.net/common/destiny2_content/icons/7886f5e3f7ca6b1f6df78a34c0660793.jpg
650,Swift Ride,-,Legendary,Energy,PulseRifle,5,5,https://www.light.gg/db/items/1513927136,https://www.bungie.net/common/destiny2_content/icons/01860b7cb30e56e048f66fbf19e7f2da.jpg
651,Swift Ride XE8375,-,Legendary,Energy,PulseRifle,3.5,4.7,https://www.light.gg/db/items/1386601612,https://www.bungie.net/common/destiny2_content/icons/3bfd15073bbd546fd3511b07256f9cc8.jpg
652,The Third Axiom,-,Legendary,Energy,PulseRifle,4.3,4.5,https://www.light.gg/db/items/4156253727,https://www.bungie.net/common/destiny2_content/icons/86e9614811cd8560010c7398e300cad4.jpg
653,Veles-X,-,Legendary,Energy,PulseRifle,4.3,3.8,https://www.light.gg/db/items/2276328320,https://www.bungie.net/common/destiny2_content/icons/2ef00c5621850b80477211380c70bbd6.jpg
654,Yesteryear,-,Legendary,Energy,PulseRifle,4.1,3.9,https://www.light.gg/db/items/1141927949,https://www.bungie.net/common/destiny2_content/icons/975157c7093e4752eb3e6082a384b622.jpg
655,Adverse Possession IX,-,Legendary,Energy,ScoutRifle,5,0,https://www.light.gg/db/items/1531295694,https://www.bungie.net/common/destiny2_content/icons/5080ca92c2f8428071615af77f665d85.jpg
656,Aisha's Embrace,-,Legendary,Energy,ScoutRifle,4.6,4.3,https://www.light.gg/db/items/2638190703,https://www.bungie.net/common/destiny2_content/icons/84ebc75b1ecb584d162fa40eb4c16d82.jpg
657,Aisha's Embrace (Adept),-,Legendary,Energy,ScoutRifle,4.5,3.5,https://www.light.gg/db/items/3245493570,https://www.bungie.net/common/destiny2_content/icons/0e8fb04818325f3c4cee3222082994a5.jpg
658,Black Scorpion-4sr,-,Legendary,Energy,ScoutRifle,2.9,4.3,https://www.light.gg/db/items/525750263,https://www.bungie.net/common/destiny2_content/icons/952ea5c99565eb597f828eb9c9a4208c.jpg
659,Black Scorpion-4sr,-,Legendary,Energy,ScoutRifle,3,5,https://www.light.gg/db/items/925326394,https://www.bungie.net/common/destiny2_content/icons/952ea5c99565eb597f828eb9c9a4208c.jpg
660,BrayTech RWP Mk. II,-,Legendary,Energy,ScoutRifle,4.8,4.2,https://www.light.gg/db/items/717150101,https://www.bungie.net/common/destiny2_content/icons/1893dad578d95336116865f5fd636da7.jpg
661,Calusea Noblesse,-,Legendary,Energy,ScoutRifle,3.5,2.7,https://www.light.gg/db/items/2338088853,https://www.bungie.net/common/destiny2_content/icons/6e582dd0d6c845dc49739a0d4a76b5cb.jpg
662,Conspirator,-,Legendary,Energy,ScoutRifle,0,5,https://www.light.gg/db/items/3906942101,https://www.bungie.net/common/destiny2_content/icons/37f1c019f25826548e24bdedccbe6f99.jpg
663,Contingency Plan,-,Legendary,Energy,ScoutRifle,4,4,https://www.light.gg/db/items/2625782213,https://www.bungie.net/common/destiny2_content/icons/6f1aff9967ea5ae6d952fff7abf313f4.jpg
664,Contingency Plan,-,Legendary,Energy,ScoutRifle,4.1,4.7,https://www.light.gg/db/items/577528837,https://www.bungie.net/common/destiny2_content/icons/6f1aff9967ea5ae6d952fff7abf313f4.jpg
665,Distant Relation,-,Legendary,Energy,ScoutRifle,4.8,4,https://www.light.gg/db/items/2034817450,https://www.bungie.net/common/destiny2_content/icons/686045cd3ecbf2b11775e3ff56aef68f.jpg
666,Doom of Chelchis,-,Legendary,Energy,ScoutRifle,5,3.9,https://www.light.gg/db/items/1937552980,https://www.bungie.net/common/destiny2_content/icons/d439b1b560e696b8214362b12364da6d.jpg
667,Doom of Chelchis (Harrowed),-,Legendary,Energy,ScoutRifle,5,4,https://www.light.gg/db/items/1184692845,https://www.bungie.net/common/destiny2_content/icons/2d98a8b5e97febf8744ad3df1d94d051.jpg
668,Eternal Blazon,-,Legendary,Energy,ScoutRifle,0,4,https://www.light.gg/db/items/1927800278,https://www.bungie.net/common/destiny2_content/icons/08a3d0f4b35d29874e47197d04bc75a2.jpg
669,Eternal Blazon,-,Legendary,Energy,ScoutRifle,4.3,3.6,https://www.light.gg/db/items/3514096004,https://www.bungie.net/common/destiny2_content/icons/c8b7a3b8b1715aca7a56e68382cf9951.jpg
670,Frostmire's Hex,-,Legendary,Energy,ScoutRifle,2,5,https://www.light.gg/db/items/3005104939,https://www.bungie.net/common/destiny2_content/icons/382dc146aafb19c9a9871b224c2ada4c.jpg
671,Long Arm,-,Legendary,Energy,ScoutRifle,4.6,4.6,https://www.light.gg/db/items/8293111,https://www.bungie.net/common/destiny2_content/icons/dd86f6bfb4f566edad870e9f6c5dc687.jpg
672,Manannan SR4,-,Legendary,Energy,ScoutRifle,4.5,3,https://www.light.gg/db/items/925326393,https://www.bungie.net/common/destiny2_content/icons/b133d42c76f41df563f14b3faff8cc73.jpg
673,Metronome-52,-,Legendary,Energy,ScoutRifle,0,0,https://www.light.gg/db/items/3434629515,https://www.bungie.net/common/destiny2_content/icons/563a481d69eb64a5d10f3fa4b3e90842.jpg
674,Motion to Compel,-,Legendary,Energy,ScoutRifle,5,5,https://www.light.gg/db/items/3425561386,https://www.bungie.net/common/destiny2_content/icons/eec4585250c90d5c07f21c80f068f4b3.jpg
675,No Feelings,-,Legendary,Energy,ScoutRifle,4,4.3,https://www.light.gg/db/items/1931556011,https://www.bungie.net/common/destiny2_content/icons/6bc5e55173fbd169de1d9c98ce8c50ae.jpg
676,Oxygen SR3,-,Legendary,Energy,ScoutRifle,3.5,3.1,https://www.light.gg/db/items/3907337522,https://www.bungie.net/common/destiny2_content/icons/7bf3a06db6ab0f6afdf636f01ea1de81.jpg
677,Pleiades Corrector,-,Legendary,Energy,ScoutRifle,5,3,https://www.light.gg/db/items/1342668638,https://www.bungie.net/common/destiny2_content/icons/9d9ec323c09f0b6bf238274c9975a4fe.jpg
678,Pleiades Corrector,-,Legendary,Energy,ScoutRifle,3.2,2.9,https://www.light.gg/db/items/3556999246,https://www.bungie.net/common/destiny2_content/icons/9d9ec323c09f0b6bf238274c9975a4fe.jpg
679,Pointed Inquiry,-,Legendary,Energy,ScoutRifle,4.1,2.4,https://www.light.gg/db/items/297296830,https://www.bungie.net/common/destiny2_content/icons/3e3cffd872a5ed87dbefad743cff8e13.jpg
680,Royal Chase,-,Legendary,Energy,ScoutRifle,3.8,2.5,https://www.light.gg/db/items/2776503072,https://www.bungie.net/common/destiny2_content/icons/ebc4ebda968fb2de2b05de517c9a0369.jpg
681,Seven-Six-Five,-,Legendary,Energy,ScoutRifle,5,5,https://www.light.gg/db/items/1885753220,https://www.bungie.net/common/destiny2_content/icons/9d9dfedc1ee9e1228c6bebf77b4989c0.jpg
682,Staccato-46,-,Legendary,Energy,ScoutRifle,4.9,3.6,https://www.light.gg/db/items/4019668921,https://www.bungie.net/common/destiny2_content/icons/104ab97e071b90fd9443f8f0b02c53ee.jpg
683,Tango-45,-,Legendary,Energy,ScoutRifle,5,5,https://www.light.gg/db/items/925326392,https://www.bungie.net/common/destiny2_content/icons/49b81882774c1de7dfabeb979e36f823.jpg
684,Tango-45 XK5094,-,Legendary,Energy,ScoutRifle,4,3,https://www.light.gg/db/items/20025671,https://www.bungie.net/common/destiny2_content/icons/1a9b6c966cc58d7e18ff912e0c2a4bbb.jpg
685,Tarnished Mettle,-,Legendary,Energy,ScoutRifle,4.6,3.1,https://www.light.gg/db/items/2218569744,https://www.bungie.net/common/destiny2_content/icons/f99ec44d9df503cc358acd45ea863d74.jpg
686,The Cut and Run,-,Legendary,Energy,ScoutRifle,4.5,4.5,https://www.light.gg/db/items/3501969491,https://www.bungie.net/common/destiny2_content/icons/19b00b47ce7637ebeb5fc6e5e54ce0da.jpg
687,The End,-,Legendary,Energy,ScoutRifle,4,4,https://www.light.gg/db/items/1825472717,https://www.bungie.net/common/destiny2_content/icons/e23f4ba8ef1c1fcea4094e62e85b63b6.jpg
688,Tone Patrol,-,Legendary,Energy,ScoutRifle,5,5,https://www.light.gg/db/items/1885753223,https://www.bungie.net/common/destiny2_content/icons/b02870ef47187638c97b739a15da6c6a.jpg
689,Trustee,-,Legendary,Energy,ScoutRifle,4.7,4.1,https://www.light.gg/db/items/1392919471,https://www.bungie.net/common/destiny2_content/icons/575aa36e701cfc4fe4e62a83f423ae97.jpg
690,Vacuna SR4,-,Legendary,Energy,ScoutRifle,4,0,https://www.light.gg/db/items/1159252500,https://www.bungie.net/common/destiny2_content/icons/2d26371620612a719b6b5935e7f0a913.jpg
691,Vision of Confluence,-,Legendary,Energy,ScoutRifle,4.7,3.2,https://www.light.gg/db/items/3186018373,https://www.bungie.net/common/destiny2_content/icons/91164af10befddb76a53e50f5c1ee804.jpg
692,Vision of Confluence (Timelost),-,Legendary,Energy,ScoutRifle,4.4,2.8,https://www.light.gg/db/items/690668916,https://www.bungie.net/common/destiny2_content/icons/9a43bdf2323286e3d107b3c632941f0a.jpg
693,Vouchsafe,-,Legendary,Energy,ScoutRifle,4.8,3.9,https://www.light.gg/db/items/3242168339,https://www.bungie.net/common/destiny2_content/icons/873001b5ee5ed8c0175d88202cabd715.jpg
694,A Sudden Death,-,Legendary,Energy,Shotgun,0,5,https://www.light.gg/db/items/1879212552,https://www.bungie.net/common/destiny2_content/icons/c41b9fe80c157e104c32cfbfbb90a7b5.jpg
695,A Sudden Death,-,Legendary,Energy,Shotgun,3.9,4.5,https://www.light.gg/db/items/2855157553,https://www.bungie.net/common/destiny2_content/icons/c41b9fe80c157e104c32cfbfbb90a7b5.jpg
696,Badlander,-,Legendary,Energy,Shotgun,4.8,5,https://www.light.gg/db/items/1327264046,https://www.bungie.net/common/destiny2_content/icons/4b4830246eebff3d9fb234e8cb26ce58.jpg
697,Basilisk,-,Legendary,Energy,Shotgun,4,4.5,https://www.light.gg/db/items/2928437919,https://www.bungie.net/common/destiny2_content/icons/40347d45ce58cf919e3f29bdf7f51f19.jpg
698,Basso Ostinato,-,Legendary,Energy,Shotgun,4.2,1.7,https://www.light.gg/db/items/2573900604,https://www.bungie.net/common/destiny2_content/icons/f37e9fc32d2f6d8bc0ffb67736a487ba.jpg
699,Bonechiller,-,Legendary,Energy,Shotgun,4,4.2,https://www.light.gg/db/items/4037745684,https://www.bungie.net/common/destiny2_content/icons/a0fb7725f026d54436232a12e40e474a.jpg
700,Compass Rose,-,Legendary,Energy,Shotgun,3,4.3,https://www.light.gg/db/items/2591111628,https://www.bungie.net/common/destiny2_content/icons/0f907ab1b32010ad726fcf808660829e.jpg
701,Dead Weight,-,Legendary,Energy,Shotgun,4.8,3.1,https://www.light.gg/db/items/3738678140,https://www.bungie.net/common/destiny2_content/icons/98e4b4b0bb26542664e0582033e9fbc9.jpg
702,Deadpan Delivery,-,Legendary,Energy,Shotgun,5,5,https://www.light.gg/db/items/3582424018,https://www.bungie.net/common/destiny2_content/icons/b88e078fd73a3aeb4281722ed72a9d75.jpg
703,Emperor's Courtesy,-,Legendary,Energy,Shotgun,4.6,4,https://www.light.gg/db/items/3861448240,https://www.bungie.net/common/destiny2_content/icons/180d93d2e77bf57dc92b6411cc789c9b.jpg
704,Felwinter's Lie,-,Legendary,Energy,Shotgun,2.4,4.6,https://www.light.gg/db/items/1179141605,https://www.bungie.net/common/destiny2_content/icons/146b431dc4ea0dbb8c107319ae241487.jpg
705,"First In, Last Out",-,Legendary,Energy,Shotgun,4.2,4.2,https://www.light.gg/db/items/3616586446,https://www.bungie.net/common/destiny2_content/icons/fca47056a3826dcb977a53877c8e9a33.jpg
706,"First In, Last Out",-,Legendary,Energy,Shotgun,1,1,https://www.light.gg/db/items/515224227,https://www.bungie.net/common/destiny2_content/icons/fca47056a3826dcb977a53877c8e9a33.jpg
707,Found Verdict,-,Legendary,Energy,Shotgun,4.2,4.6,https://www.light.gg/db/items/3197270240,https://www.bungie.net/common/destiny2_content/icons/1037e708755c7086c1ac467364ca4340.jpg
708,Found Verdict (Timelost),-,Legendary,Energy,Shotgun,3.4,4.8,https://www.light.gg/db/items/631439337,https://www.bungie.net/common/destiny2_content/icons/d5f35f65221d2a96d608989a7bc0e04f.jpg
709,Good Bone Structure,-,Legendary,Energy,Shotgun,2,4.4,https://www.light.gg/db/items/64236626,https://www.bungie.net/common/destiny2_content/icons/46c3450a3ce6fe52a859122338179519.jpg
710,Good Bone Structure,-,Legendary,Energy,Shotgun,0,0,https://www.light.gg/db/items/731147178,https://www.bungie.net/common/destiny2_content/icons/46c3450a3ce6fe52a859122338179519.jpg
711,Gravity Slingshot,-,Legendary,Energy,Shotgun,0,0,https://www.light.gg/db/items/1277015089,https://www.bungie.net/common/destiny2_content/icons/79ed679065019545cb859e72ab3db680.jpg
712,Gunnora's Axe,-,Legendary,Energy,Shotgun,3.7,4.3,https://www.light.gg/db/items/2326716489,https://www.bungie.net/common/destiny2_content/icons/ec0548e4ff56d3a0a4f56cca01ad2e24.jpg
713,Gunnora's Axe,-,Legendary,Energy,Shotgun,4.1,4,https://www.light.gg/db/items/487361141,https://www.bungie.net/common/destiny2_content/icons/b15fec08d8dfd11270e1d792ea020dd1.jpg
714,Gunnora's Axe,-,Legendary,Energy,Shotgun,0,0,https://www.light.gg/db/items/94729174,https://www.bungie.net/common/destiny2_content/icons/ec0548e4ff56d3a0a4f56cca01ad2e24.jpg
715,Gunnora's Axe,-,Legendary,Energy,Shotgun,4.3,4.2,https://www.light.gg/db/items/411397829,https://www.bungie.net/common/destiny2_content/icons/22788833e790afa609ef54503d1c8cc1.jpg
716,Hand in Hand,-,Legendary,Energy,Shotgun,3,3.4,https://www.light.gg/db/items/664109750,https://www.bungie.net/common/destiny2_content/icons/bda6899d268cd603b6d47024760e72c2.jpg
717,IKELOS_SG_v1.0.1,-,Legendary,Energy,Shotgun,5,3.7,https://www.light.gg/db/items/1887808042,https://www.bungie.net/common/destiny2_content/icons/cba43299108f3b5fc2d599b6ec81b3ec.jpg
718,IKELOS_SG_v1.0.2,-,Legendary,Energy,Shotgun,4.7,3.3,https://www.light.gg/db/items/1096206669,https://www.bungie.net/common/destiny2_content/icons/cba43299108f3b5fc2d599b6ec81b3ec.jpg
719,IKELOS_SG_v1.0.3,-,Legendary,Energy,Shotgun,4.6,3,https://www.light.gg/db/items/1168625549,https://www.bungie.net/common/destiny2_content/icons/0a7e7322b697373ce4ff418a6e9a52b4.jpg
720,Last Man Standing,-,Legendary,Energy,Shotgun,3.2,3.4,https://www.light.gg/db/items/4287947559,https://www.bungie.net/common/destiny2_content/icons/9f772f619ed5a560ca6690276a96a331.jpg
721,Last Man Standing,-,Legendary,Energy,Shotgun,4.4,4.2,https://www.light.gg/db/items/755130877,https://www.bungie.net/common/destiny2_content/icons/73d1b1b32f22084ea0e23e3cfc573291.jpg
722,Matador 64,-,Legendary,Energy,Shotgun,3.3,4.6,https://www.light.gg/db/items/2563012876,https://www.bungie.net/common/destiny2_content/icons/f6bdd6d3f42abeb57770a4006475499e.jpg
723,Mindbender's Ambition,-,Legendary,Energy,Shotgun,3.2,4.7,https://www.light.gg/db/items/4117693024,https://www.bungie.net/common/destiny2_content/icons/22c8bd41e98ae6084658e8ffbc827dc2.jpg
724,Mindbender's Ambition,-,Legendary,Energy,Shotgun,3.5,3,https://www.light.gg/db/items/1094005544,https://www.bungie.net/common/destiny2_content/icons/22c8bd41e98ae6084658e8ffbc827dc2.jpg
725,Mindbender's Ambition,-,Legendary,Energy,Shotgun,3.7,2.7,https://www.light.gg/db/items/1586231351,https://www.bungie.net/common/destiny2_content/icons/f1bf7b2d05dc14a9a10830348e50fee6.jpg
726,Mindbender's Ambition (Adept),-,Legendary,Energy,Shotgun,3.5,2.7,https://www.light.gg/db/items/912150785,https://www.bungie.net/common/destiny2_content/icons/22c8bd41e98ae6084658e8ffbc827dc2.jpg
727,Mindbender's Ambition (Adept),-,Legendary,Energy,Shotgun,2.8,2.7,https://www.light.gg/db/items/2074041946,https://www.bungie.net/common/destiny2_content/icons/7edbcd625383527d5246135f3c09c35e.jpg
728,Motion to Vacate,-,Legendary,Energy,Shotgun,2,3,https://www.light.gg/db/items/1018777295,https://www.bungie.net/common/destiny2_content/icons/7e4d1e918d97241bd74c24c1c4115d7a.jpg
729,Nessa's Oblation,-,Legendary,Energy,Shotgun,5,4,https://www.light.gg/db/items/135029084,https://www.bungie.net/common/destiny2_content/icons/44c66e95eddf29130064f5796fedb3d4.jpg
730,Nessa's Oblation (Adept),-,Legendary,Energy,Shotgun,5,3,https://www.light.gg/db/items/522366885,https://www.bungie.net/common/destiny2_content/icons/54e1130aa6dbd9e5c4e2d81063c60d91.jpg
731,Prophet of Doom,-,Legendary,Energy,Shotgun,3.4,4.3,https://www.light.gg/db/items/4020742303,https://www.bungie.net/common/destiny2_content/icons/cae4dbf2b458a0f0f85f61baa6a5ee36.jpg
732,Python,-,Legendary,Energy,Shotgun,4.8,3,https://www.light.gg/db/items/838556752,https://www.bungie.net/common/destiny2_content/icons/fb9557e5e7c31ef04af70251c68d3c5e.jpg
733,Quitclaim Shotgun III,-,Legendary,Energy,Shotgun,3,3,https://www.light.gg/db/items/2478247171,https://www.bungie.net/common/destiny2_content/icons/0efe55d4c175ddffcdfc8e0d86799c55.jpg
734,Retold Tale,-,Legendary,Energy,Shotgun,3.1,4.6,https://www.light.gg/db/items/346136302,https://www.bungie.net/common/destiny2_content/icons/760fec20e7c73486d928294e71cab18c.jpg
735,Retrofuturist,-,Legendary,Energy,Shotgun,3.7,4.8,https://www.light.gg/db/items/1402766122,https://www.bungie.net/common/destiny2_content/icons/dc195804e148ccdc8fce73754c80bacd.jpg
736,Retrofuturist,-,Legendary,Energy,Shotgun,3.8,3.5,https://www.light.gg/db/items/1325579289,https://www.bungie.net/common/destiny2_content/icons/55d54dc30d9df8464803a53eb96719fc.jpg
737,Seventh Seraph CQC-12,-,Legendary,Energy,Shotgun,4.2,4.4,https://www.light.gg/db/items/1821724780,https://www.bungie.net/common/destiny2_content/icons/12b9f844cf2aa0ef460f596cb912ee39.jpg
738,Sojourner's Tale,-,Legendary,Energy,Shotgun,4.3,4.2,https://www.light.gg/db/items/599895591,https://www.bungie.net/common/destiny2_content/icons/7d4dd4ca8f6336b7400746f0ad017351.jpg
739,Somerled-D,-,Legendary,Energy,Shotgun,0,0,https://www.light.gg/db/items/2703340117,https://www.bungie.net/common/destiny2_content/icons/737bed38a458be27a2d80ac1e89ed9ab.jpg
740,The Comedian,-,Legendary,Energy,Shotgun,2.7,2,https://www.light.gg/db/items/1028582252,https://www.bungie.net/common/destiny2_content/icons/605ced44523297366cb1f5ccc8043a86.jpg
741,The Comedian (Adept),-,Legendary,Energy,Shotgun,3.3,2.5,https://www.light.gg/db/items/2443900757,https://www.bungie.net/common/destiny2_content/icons/4da5c388bdd034d05494a697fd731f2d.jpg
742,The Deicide,-,Legendary,Energy,Shotgun,4.2,2.9,https://www.light.gg/db/items/217140611,https://www.bungie.net/common/destiny2_content/icons/73b1ef5a07194357018986fe3b85dcd3.jpg
743,The Deicide,-,Legendary,Energy,Shotgun,0,0,https://www.light.gg/db/items/3929685100,https://www.bungie.net/common/destiny2_content/icons/73b1ef5a07194357018986fe3b85dcd3.jpg
744,The Inquisitor,-,Legendary,Energy,Shotgun,2,5,https://www.light.gg/db/items/2653171212,https://www.bungie.net/common/destiny2_content/icons/b2c1b1d9c6990f72740567dff8620e23.jpg
745,The Inquisitor,-,Legendary,Energy,Shotgun,3.1,4.5,https://www.light.gg/db/items/2185327324,https://www.bungie.net/common/destiny2_content/icons/a7eab3b149150a0398f070591eaec24d.jpg
746,The Inquisitor (Adept),-,Legendary,Energy,Shotgun,3,4.4,https://www.light.gg/db/items/2307365,https://www.bungie.net/common/destiny2_content/icons/73e0c15a5fad37b9033cc43984c975c8.jpg
747,The Inquisitor (Adept),-,Legendary,Energy,Shotgun,2.7,4.7,https://www.light.gg/db/items/825554997,https://www.bungie.net/common/destiny2_content/icons/42b6e303941b24ec8110ae4db4e9d1ed.jpg
748,Unification VII,-,Legendary,Energy,Shotgun,4,5,https://www.light.gg/db/items/1988218406,https://www.bungie.net/common/destiny2_content/icons/6bbf711a19b78819a3d4852ec10afa14.jpg
749,Wishbringer,-,Legendary,Energy,Shotgun,3.6,4.3,https://www.light.gg/db/items/3356526253,https://www.bungie.net/common/destiny2_content/icons/6078a9b61e71fa33719ff23079977e42.jpg
750,Wishbringer,-,Legendary,Energy,Shotgun,5,5,https://www.light.gg/db/items/3190698551,https://www.bungie.net/common/destiny2_content/icons/6078a9b61e71fa33719ff23079977e42.jpg
751,Without Remorse,-,Legendary,Energy,Shotgun,4,3.9,https://www.light.gg/db/items/1478986057,https://www.bungie.net/common/destiny2_content/icons/b540cc0b6cd6909f81d8a6b33b94ed89.jpg
752,Xenoclast IV,-,Legendary,Energy,Shotgun,4.2,3.6,https://www.light.gg/db/items/2891672170,https://www.bungie.net/common/destiny2_content/icons/aad8b413554205cd086c9b26140bccc5.jpg
753,Zenith of Your Kind,-,Legendary,Energy,Shotgun,3,2,https://www.light.gg/db/items/2707464805,https://www.bungie.net/common/destiny2_content/icons/ff4c10ccb8da555bd64bf15fb0d5d3aa.jpg
754,18 Kelvins,-,Legendary,Energy,Sidearm,4.5,0,https://www.light.gg/db/items/1798874854,https://www.bungie.net/common/destiny2_content/icons/819318069721526dfc9d11785a6686a6.jpg
755,A Swift Verdict,-,Legendary,Energy,Sidearm,0,5,https://www.light.gg/db/items/3854037061,https://www.bungie.net/common/destiny2_content/icons/200080943f25aee56427767cc80dc40f.jpg
756,A Swift Verdict,-,Legendary,Energy,Sidearm,3.5,4.6,https://www.light.gg/db/items/1626503676,https://www.bungie.net/common/destiny2_content/icons/200080943f25aee56427767cc80dc40f.jpg
757,Anonymous Autumn,-,Legendary,Energy,Sidearm,3.8,5,https://www.light.gg/db/items/3222518097,https://www.bungie.net/common/destiny2_content/icons/0f1b89f3ebbd3027fdf497828a53105e.jpg
758,Brass Attacks,-,Legendary,Energy,Sidearm,4.7,3.8,https://www.light.gg/db/items/2121785039,https://www.bungie.net/common/destiny2_content/icons/5687bef10c559ef58899aa622ca2c164.jpg
